"operon-id","operon_name","locus_tag","start","end","strand","gene_name","source_database","pmid"
"operon-952","PA4672-PA4673","PA4672",5240122,5240706,1,"","DOOR",18988623
"operon-952","PA4672-PA4673","PA4673",5240747,5241847,1,"","DOOR",18988623
"operon-953","PA4677-PA4676","PA4676",5245476,5246123,-1,"","DOOR",18988623
"operon-953","PA4677-PA4676","PA4677",5246185,5247423,-1,"","DOOR",18988623
"operon-954","PA4679-rimI","PA4678",5247622,5248074,-1,"rimI","DOOR",18988623
"operon-954","PA4679-rimI","PA4679",5248071,5248772,-1,"","DOOR",18988623
"operon-955","PA4682-PA4681-PA4680","PA4680",5249032,5249568,-1,"","DOOR",18988623
"operon-955","PA4682-PA4681-PA4680","PA4681",5249599,5250618,-1,"","DOOR",18988623
"operon-955","PA4682-PA4681-PA4680","PA4682",5250620,5251666,-1,"","DOOR",18988623
"operon-956","PA4684-PA4685-PA4686","PA4684",5252758,5254056,1,"","DOOR",18988623
"operon-956","PA4684-PA4685-PA4686","PA4685",5254046,5254741,1,"","DOOR",18988623
"operon-956","PA4684-PA4685-PA4686","PA4686",5254738,5257584,1,"","DOOR",18988623
"operon-957","hitA-hitB","PA4687",5257696,5258703,1,"hitA","DOOR",18988623
"operon-957","hitA-hitB","PA4688",5258724,5260262,1,"hitB","DOOR",18988623
"operon-958","PA4690.5-PA4690.4-PA4690.3","PA4690.3",5267479,5267554,-1,"","DOOR",18988623
"operon-958","PA4690.5-PA4690.4-PA4690.3","PA4690.4",5267583,5267659,-1,"","DOOR",18988623
"operon-958","PA4690.5-PA4690.4-PA4690.3","PA4690.5",5267724,5269259,-1,"","DOOR",18988623
"operon-959","pssA-PA4692-PA4691","PA4691",5269803,5270411,-1,"","DOOR",18988623
"operon-959","pssA-PA4692-PA4691","PA4692",5270411,5271424,-1,"","DOOR",18988623
"operon-959","pssA-PA4692-PA4691","PA4693",5271485,5272300,-1,"pssA","DOOR",18988623
"operon-960","ilvI-ilvH-ilvC","PA4694",5272455,5273471,-1,"ilvC","DOOR",18988623
"operon-960","ilvI-ilvH-ilvC","PA4695",5273514,5274005,-1,"ilvH","DOOR",18988623
"operon-960","ilvI-ilvH-ilvC","PA4696",5274008,5275732,-1,"ilvI","DOOR",18988623
"operon-961","mrcB-PA4699-PA4698","PA4698",5276843,5277172,-1,"","DOOR",18988623
"operon-961","mrcB-PA4699-PA4698","PA4699",5277172,5277951,-1,"","DOOR",18988623
"operon-961","mrcB-PA4699-PA4698","PA4700",5277968,5280292,-1,"mrcB","DOOR",18988623
"operon-962","cbpA-prrF1","PA4704",5283109,5283906,1,"cbpA","DOOR",18988623
"operon-962","cbpA-prrF1","PA4704.1",5283995,5284110,1,"prrF1","DOOR",18988623
"operon-41748","prrF1","PA4704.1",5283995,5284110,1,"prrF1","PseudoCAP",20386693
"operon-41750","Pseudomonas RNA responsive to heme  (prrH)","PA4704.1",5283995,5284110,1,"prrF1","PseudoCAP",20386693
"operon-41749","prrF2","PA4704.2",5284206,5284319,1,"prrF2","PseudoCAP",20386693
"operon-41750","Pseudomonas RNA responsive to heme  (prrH)","PA4704.2",5284206,5284319,1,"prrF2","PseudoCAP",20386693
"operon-963","PA4709-phuT-PA4707-PA4706-PA4705","PA4705",5284370,5285257,-1,"phuW","DOOR",18988623
"operon-963","PA4709-phuT-PA4707-PA4706-PA4705","PA4706",5285268,5286035,-1,"phuV","DOOR",18988623
"operon-963","PA4709-phuT-PA4707-PA4706-PA4705","PA4707",5286035,5287018,-1,"phuU","DOOR",18988623
"operon-963","PA4709-phuT-PA4707-PA4706-PA4705","PA4708",5287069,5287962,-1,"phuT","DOOR",18988623
"operon-963","PA4709-phuT-PA4707-PA4706-PA4705","PA4709",5287972,5289036,-1,"phuS","DOOR",18988623
"operon-964","PA4716-PA4717","PA4716",5295170,5296024,1,"","DOOR",18988623
"operon-964","PA4716-PA4717","PA4717",5296092,5296985,1,"","DOOR",18988623
"operon-965","PA4719-trmA","PA4719",5297897,5299192,1,"","DOOR",18988623
"operon-965","PA4719-trmA","PA4720",5299189,5300280,1,"trmA","DOOR",18988623
"operon-966","PA4722-PA4721","PA4721",5300314,5301021,-1,"","DOOR",18988623
"operon-966","PA4722-PA4721","PA4722",5301021,5302193,-1,"","DOOR",18988623
"operon-967","dksA-PA4724","PA4723",5302386,5302832,1,"dksA","DOOR",18988623
"operon-967","dksA-PA4724","PA4724",5302900,5303781,1,"","DOOR",18988623
"operon-968","cbrA-cbrB","PA4725",5304011,5306962,1,"cbrA","DOOR",18988623
"operon-968","cbrA-cbrB","PA4726",5306989,5308425,1,"cbrB","DOOR",18988623
"operon-969","pcnB-folK","PA4727",5309326,5310729,1,"pcnB","DOOR",18988623
"operon-969","pcnB-folK","PA4728",5310726,5311214,1,"folK","DOOR",18988623
"operon-970","panB-panC","PA4729",5311464,5312264,1,"panB","DOOR",18988623
"operon-970","panB-panC","PA4730",5312261,5313112,1,"panC","DOOR",18988623
"operon-971","PA4735-PA4736","PA4735",5318575,5321841,1,"","DOOR",18988623
"operon-971","PA4735-PA4736","PA4736",5321846,5322139,1,"","DOOR",18988623
"operon-972","PA4739-PA4738","PA4738",5322510,5322707,-1,"","DOOR",18988623
"operon-972","PA4739-PA4738","PA4739",5322757,5323101,-1,"","DOOR",18988623
"operon-973","rbfA-truB","PA4742",5326018,5326932,-1,"truB","DOOR",18988623
"operon-973","rbfA-truB","PA4743",5326935,5327324,-1,"rbfA","DOOR",18988623
"operon-974","PA4746-nusA-infB","PA4744",5327427,5329949,-1,"infB","DOOR",18988623
"operon-974","PA4746-nusA-infB","PA4745",5329977,5331458,-1,"nusA","DOOR",18988623
"operon-974","PA4746-nusA-infB","PA4746",5331503,5331961,-1,"","DOOR",18988623
"operon-975","ftsH-folP-glmM-tpiA-secG-PA4746.2","PA4746.2",5332254,5332339,-1,"","DOOR",18988623
"operon-975","ftsH-folP-glmM-tpiA-secG-PA4746.2","PA4747",5332354,5332743,-1,"secG","DOOR",18988623
"operon-975","ftsH-folP-glmM-tpiA-secG-PA4746.2","PA4748",5332746,5333501,-1,"tpiA","DOOR",18988623
"operon-975","ftsH-folP-glmM-tpiA-secG-PA4746.2","PA4749",5333567,5334904,-1,"glmM","DOOR",18988623
"operon-975","ftsH-folP-glmM-tpiA-secG-PA4746.2","PA4750",5334921,5335772,-1,"folP","DOOR",18988623
"operon-975","ftsH-folP-glmM-tpiA-secG-PA4746.2","PA4751",5335782,5337701,-1,"ftsH","DOOR",18988623
"operon-976","carA-PA4757-carB-greA-PA4754","PA4754",5338973,5339380,-1,"","DOOR",18988623
"operon-976","carA-PA4757-carB-greA-PA4754","PA4755",5339391,5339867,-1,"greA","DOOR",18988623
"operon-976","carA-PA4757-carB-greA-PA4754","PA4756",5339864,5343085,-1,"carB","DOOR",18988623
"operon-41779","carA-PA4757-carB operon","PA4756",5339864,5343085,-1,"carB","PseudoCAP",9286981
"operon-41779","carA-PA4757-carB operon","PA4756",5339864,5343085,-1,"carB","PseudoCAP",8169201
"operon-976","carA-PA4757-carB-greA-PA4754","PA4757",5343105,5343755,-1,"","DOOR",18988623
"operon-41779","carA-PA4757-carB operon","PA4757",5343105,5343755,-1,"","PseudoCAP",9286981
"operon-41779","carA-PA4757-carB operon","PA4757",5343105,5343755,-1,"","PseudoCAP",8169201
"operon-976","carA-PA4757-carB-greA-PA4754","PA4758",5343767,5344903,-1,"carA","DOOR",18988623
"operon-41779","carA-PA4757-carB operon","PA4758",5343767,5344903,-1,"carA","PseudoCAP",9286981
"operon-41779","carA-PA4757-carB operon","PA4758",5343767,5344903,-1,"carA","PseudoCAP",8169201
"operon-977","dnaJ-dapB","PA4759",5345086,5345892,-1,"dapB","DOOR",18988623
"operon-977","dnaJ-dapB","PA4760",5345949,5347082,-1,"dnaJ","DOOR",18988623
"operon-978","grpE-dnaK","PA4761",5347198,5349111,-1,"dnaK","DOOR",18988623
"operon-978","grpE-dnaK","PA4762",5349201,5349761,-1,"grpE","DOOR",18988623
"operon-979","PA4767-PA4766","PA4766",5352775,5353080,-1,"","DOOR",18988623
"operon-979","PA4767-PA4766","PA4767",5353073,5353507,-1,"","DOOR",18988623
"operon-980","lldD-PA4772","PA4771",5357230,5358375,1,"lldD","DOOR",18988623
"operon-980","lldD-PA4772","PA4772",5358442,5361258,1,"","DOOR",18988623
"operon-981","PA4774-PA4775-pmrA-pmrB","PA4774",5362146,5363195,1,"speE2","DOOR",18988623
"operon-981","PA4774-PA4775-pmrA-pmrB","PA4775",5363198,5364058,1,"","DOOR",18988623
"operon-981","PA4774-PA4775-pmrA-pmrB","PA4776",5364071,5364736,1,"pmrA","DOOR",18988623
"operon-981","PA4774-PA4775-pmrA-pmrB","PA4777",5364760,5366193,1,"pmrB","DOOR",18988623
"operon-982","PA4783-PA4782","PA4782",5370476,5370721,-1,"","DOOR",18988623
"operon-982","PA4783-PA4782","PA4783",5370755,5371645,-1,"","DOOR",18988623
"operon-983","PA4788-PA4789-PA4790-PA4791","PA4788",5376852,5377709,1,"","DOOR",18988623
"operon-983","PA4788-PA4789-PA4790-PA4791","PA4789",5377791,5378096,1,"","DOOR",18988623
"operon-983","PA4788-PA4789-PA4790-PA4791","PA4790",5378093,5378842,1,"","DOOR",18988623
"operon-983","PA4788-PA4789-PA4790-PA4791","PA4791",5378908,5379528,1,"","DOOR",18988623
"operon-984","PA4793-PA4794-PA4795-PA4796","PA4793",5380580,5381143,1,"","DOOR",18988623
"operon-984","PA4793-PA4794-PA4795-PA4796","PA4794",5381145,5381627,1,"","DOOR",18988623
"operon-984","PA4793-PA4794-PA4795-PA4796","PA4795",5381617,5381994,1,"","DOOR",18988623
"operon-984","PA4793-PA4794-PA4795-PA4796","PA4796",5381991,5382458,1,"","DOOR",18988623
"operon-985","PA4800-PA4799","PA4799",5384698,5385276,-1,"","DOOR",18988623
"operon-985","PA4800-PA4799","PA4800",5385273,5386073,-1,"","DOOR",18988623
"operon-986","PA4805-PA4804","PA4804",5388702,5390099,-1,"","DOOR",18988623
"operon-986","PA4805-PA4804","PA4805",5390148,5391554,-1,"","DOOR",18988623
"operon-987","selA-selB","PA4807",5392523,5394448,-1,"selB","DOOR",18988623
"operon-987","selA-selB","PA4808",5394445,5395851,-1,"selA","DOOR",18988623
"operon-988","fdnG-fdnH-fdnI","PA4810",5396992,5397618,-1,"fdnI","DOOR",18988623
"operon-988","fdnG-fdnH-fdnI","PA4811",5397690,5398619,-1,"fdnH","DOOR",18988623
"operon-988","fdnG-fdnH-fdnI","PA4812",5398628,5401708,-1,"fdnG","DOOR",18988623
"operon-989","PA4816-PA4817","PA4816",5406165,5407400,1,"","DOOR",18988623
"operon-989","PA4816-PA4817","PA4817",5407376,5407870,1,"","DOOR",18988623
"operon-990","PA4820-PA4819-PA4818","PA4818",5407873,5409309,-1,"","DOOR",18988623
"operon-990","PA4820-PA4819-PA4818","PA4819",5409306,5410280,-1,"","DOOR",18988623
"operon-990","PA4820-PA4819-PA4818","PA4820",5410277,5410639,-1,"","DOOR",18988623
"operon-991","PA4824-PA4823-PA4822","PA4822",5412569,5414236,-1,"","DOOR",18988623
"operon-991","PA4824-PA4823-PA4822","PA4823",5414279,5414488,-1,"","DOOR",18988623
"operon-991","PA4824-PA4823-PA4822","PA4824",5414539,5415315,-1,"","DOOR",18988623
"operon-992","PA4830-PA4831","PA4830",5421899,5422438,1,"","DOOR",18988623
"operon-992","PA4830-PA4831","PA4831",5422506,5423066,1,"","DOOR",18988623
"operon-993","PA4837-PA4836-PA4835-PA4834","PA4834",5424761,5425615,-1,"cntI","DOOR",18988623
"operon-993","PA4837-PA4836-PA4835-PA4834","PA4835",5425597,5426898,-1,"cntM","DOOR",18988623
"operon-993","PA4837-PA4836-PA4835-PA4834","PA4836",5426895,5427686,-1,"cntL","DOOR",18988623
"operon-993","PA4837-PA4836-PA4835-PA4834","PA4837",5427716,5429842,-1,"cntO","DOOR",18988623
"operon-994","PA4842-PA4841","PA4841",5434116,5434652,-1,"","DOOR",18988623
"operon-994","PA4842-PA4841","PA4842",5434656,5435726,-1,"","DOOR",18988623
"operon-995","aroQ1-accB-accC","PA4846",5441837,5442280,1,"aroQ1","DOOR",18988623
"operon-995","aroQ1-accB-accC","PA4847",5442304,5442774,1,"accB","DOOR",18988623
"operon-995","aroQ1-accB-accC","PA4848",5442792,5444141,1,"accC","DOOR",18988623
"operon-996","PA4849-prmA-PA4851","PA4849",5444252,5445118,1,"","DOOR",18988623
"operon-996","PA4849-prmA-PA4851","PA4850",5445199,5446083,1,"prmA","DOOR",18988623
"operon-996","PA4849-prmA-PA4851","PA4851",5446179,5447444,1,"","DOOR",18988623
"operon-997","PA4852-fis","PA4852",5447648,5448646,1,"","DOOR",18988623
"operon-997","PA4852-fis","PA4853",5448643,5448966,1,"fis","DOOR",18988623
"operon-998","PA4859-PA4860-PA4861","PA4859",5458500,5459453,1,"","DOOR",18988623
"operon-998","PA4859-PA4860-PA4861","PA4860",5459450,5460529,1,"","DOOR",18988623
"operon-998","PA4859-PA4860-PA4861","PA4861",5460526,5461383,1,"","DOOR",18988623
"operon-999","PA4862-PA4863-ureD-ureA-PA4866-ureB-ureC","PA4862",5461520,5462218,1,"","DOOR",18988623
"operon-999","PA4862-PA4863-ureD-ureA-PA4866-ureB-ureC","PA4863",5462302,5462754,1,"","DOOR",18988623
"operon-999","PA4862-PA4863-ureD-ureA-PA4866-ureB-ureC","PA4864",5462763,5463605,1,"ureD","DOOR",18988623
"operon-999","PA4862-PA4863-ureD-ureA-PA4866-ureB-ureC","PA4865",5463607,5463909,1,"ureA","DOOR",18988623
"operon-999","PA4862-PA4863-ureD-ureA-PA4866-ureB-ureC","PA4866",5463918,5464436,1,"","DOOR",18988623
"operon-999","PA4862-PA4863-ureD-ureA-PA4866-ureB-ureC","PA4867",5464453,5464758,1,"ureB","DOOR",18988623
"operon-999","PA4862-PA4863-ureD-ureA-PA4866-ureB-ureC","PA4868",5464821,5466521,1,"ureC","DOOR",18988623
"operon-1000","PA4875-osmE","PA4875",5472439,5472735,1,"","DOOR",18988623
"operon-1000","PA4875-osmE","PA4876",5472824,5473168,1,"osmE","DOOR",18988623
"operon-1001","PA4884-PA4883-PA4882","PA4882",5478209,5478976,-1,"","DOOR",18988623
"operon-1001","PA4884-PA4883-PA4882","PA4883",5478973,5479587,-1,"","DOOR",18988623
"operon-1001","PA4884-PA4883-PA4882","PA4884",5479641,5480264,-1,"","DOOR",18988623
"operon-1002","irlR-PA4886","PA4885",5480402,5481091,1,"irlR","DOOR",18988623
"operon-1002","irlR-PA4886","PA4886",5481070,5482461,1,"","DOOR",18988623
"operon-1003","PA4889-desB","PA4888",5483988,5485100,-1,"desB","DOOR",18988623
"operon-1003","PA4889-desB","PA4889",5485097,5486197,-1,"","DOOR",18988623
"operon-1004","ureE-ureF-ureG-PA4894","PA4891",5487215,5487718,1,"ureE","DOOR",18988623
"operon-1004","ureE-ureF-ureG-PA4894","PA4892",5487715,5488386,1,"ureF","DOOR",18988623
"operon-1004","ureE-ureF-ureG-PA4894","PA4893",5488397,5489011,1,"ureG","DOOR",18988623
"operon-1004","ureE-ureF-ureG-PA4894","PA4894",5489041,5489613,1,"","DOOR",18988623
"operon-1005","PA4896-PA4895","PA4895",5489630,5490652,-1,"","DOOR",18988623
"operon-1005","PA4896-PA4895","PA4896",5490645,5491181,-1,"","DOOR",18988623
"operon-1006","PA4900-PA4899","PA4899",5495821,5497290,-1,"","DOOR",18988623
"operon-1006","PA4900-PA4899","PA4900",5497313,5498653,-1,"","DOOR",18988623
"operon-1007","vanA-vanB","PA4904",5503051,5504106,1,"vanA","DOOR",18988623
"operon-1007","vanA-vanB","PA4905",5504121,5505074,1,"vanB","DOOR",18988623
"operon-1008","PA4907-PA4906","PA4906",5505071,5505784,-1,"","DOOR",18988623
"operon-1008","PA4907-PA4906","PA4907",5505848,5506609,-1,"","DOOR",18988623
"operon-1009","PA4912-PA4911-PA4910-PA4909-PA4908","PA4908",5506966,5507898,-1,"","DOOR",18988623
"operon-1009","PA4912-PA4911-PA4910-PA4909-PA4908","PA4909",5507969,5508685,-1,"","DOOR",18988623
"operon-1009","PA4912-PA4911-PA4910-PA4909-PA4908","PA4910",5508682,5509554,-1,"","DOOR",18988623
"operon-1009","PA4912-PA4911-PA4910-PA4909-PA4908","PA4911",5509551,5510828,-1,"","DOOR",18988623
"operon-1009","PA4912-PA4911-PA4910-PA4909-PA4908","PA4912",5510839,5511753,-1,"","DOOR",18988623
"operon-1010","PA4914-PA4915","PA4914",5513732,5514670,1,"amaR","DOOR",18988623
"operon-1010","PA4914-PA4915","PA4915",5514727,5516352,1,"","DOOR",18988623
"operon-1011","PA4917-PA4916","PA4916",5516399,5517094,-1,"nrtR","DOOR",18988623
"operon-1011","PA4917-PA4916","PA4917",5517109,5517711,-1,"nadD2","DOOR",18988623
"operon-1012","PA4918-pncB1-nadE","PA4918",5517821,5518480,1,"pcnA","DOOR",18988623
"operon-1012","PA4918-pncB1-nadE","PA4919",5518483,5519682,1,"pncB1","DOOR",18988623
"operon-1012","PA4918-pncB1-nadE","PA4920",5519711,5520538,1,"nadE","DOOR",18988623
"operon-1013","PA4927-PA4926","PA4926",5524970,5525905,-1,"","DOOR",18988623
"operon-1013","PA4927-PA4926","PA4927",5525905,5528397,-1,"","DOOR",18988623
"operon-1014","rpsR-PA4933-rplI","PA4932",5535685,5536131,-1,"rplI","DOOR",18988623
"operon-1014","rpsR-PA4933-rplI","PA4933",5536153,5537022,-1,"","DOOR",18988623
"operon-1014","rpsR-PA4933-rplI","PA4934",5537059,5537289,-1,"rpsR","DOOR",18988623
"operon-1015","rnr-PA4936","PA4936",5537953,5538699,-1,"","DOOR",18988623
"operon-1015","rnr-PA4936","PA4937",5538696,5541410,-1,"rnr","DOOR",18988623
"operon-1016","PA4940-PA4939-purA","PA4938",5542073,5543365,-1,"purA","DOOR",18988623
"operon-1016","PA4940-PA4939-purA","PA4939",5543417,5544601,-1,"","DOOR",18988623
"operon-1016","PA4940-PA4939-purA","PA4940",5544636,5544821,-1,"","DOOR",18988623
"operon-1017","hflK-hflC","PA4941",5544917,5545786,-1,"hflC","DOOR",18988623
"operon-1017","hflK-hflC","PA4942",5545786,5546988,-1,"hflK","DOOR",18988623
"operon-1018","PA4949-PA4948-amiB-mutL-miaA-hfq-PA4943","PA4943",5547083,5548384,-1,"","DOOR",18988623
"operon-1018","PA4949-PA4948-amiB-mutL-miaA-hfq-PA4943","PA4944",5548397,5548645,-1,"hfq","DOOR",18988623
"operon-1018","PA4949-PA4948-amiB-mutL-miaA-hfq-PA4943","PA4945",5548751,5549722,-1,"miaA","DOOR",18988623
"operon-1018","PA4949-PA4948-amiB-mutL-miaA-hfq-PA4943","PA4946",5549780,5551681,-1,"mutL","DOOR",18988623
"operon-1018","PA4949-PA4948-amiB-mutL-miaA-hfq-PA4943","PA4947",5551681,5553108,-1,"amiB","DOOR",18988623
"operon-1018","PA4949-PA4948-amiB-mutL-miaA-hfq-PA4943","PA4948",5553117,5553584,-1,"","DOOR",18988623
"operon-1018","PA4949-PA4948-amiB-mutL-miaA-hfq-PA4943","PA4949",5553572,5555080,-1,"","DOOR",18988623
"operon-1019","motA-motB","PA4953",5557958,5559001,-1,"motB","DOOR",18988623
"operon-1019","motA-motB","PA4954",5559021,5559872,-1,"motA","DOOR",18988623
"operon-1020","PA4955-rhdA-psd","PA4955",5560013,5561524,1,"","DOOR",18988623
"operon-1020","PA4955-rhdA-psd","PA4956",5561599,5562414,1,"rhdA","DOOR",18988623
"operon-1020","PA4955-rhdA-psd","PA4957",5562418,5563287,1,"psd","DOOR",18988623
"operon-1021","PA4958-fimX","PA4958",5563605,5565428,1,"fimW","DOOR",18988623
"operon-1021","PA4958-fimX","PA4959",5565493,5567568,1,"fimX","DOOR",18988623
"operon-1022","PA4961-PA4962","PA4961",5569090,5570628,1,"","DOOR",18988623
"operon-1022","PA4961-PA4962","PA4962",5570625,5571161,1,"","DOOR",18988623
"operon-1023","PA4968-parE-PA4966-PA4965-parC","PA4964",5572222,5574486,-1,"parC","DOOR",18988623
"operon-1023","PA4968-parE-PA4966-PA4965-parC","PA4965",5574494,5575018,-1,"","DOOR",18988623
"operon-1023","PA4968-parE-PA4966-PA4965-parC","PA4966",5575015,5576028,-1,"","DOOR",18988623
"operon-1023","PA4968-parE-PA4966-PA4965-parC","PA4967",5576028,5577917,-1,"parE","DOOR",18988623
"operon-1023","PA4968-parE-PA4966-PA4965-parC","PA4968",5577929,5578549,-1,"","DOOR",18988623
"operon-1024","aspP-PA4970","PA4970",5579653,5580111,-1,"","DOOR",18988623
"operon-1024","aspP-PA4970","PA4971",5580102,5580719,-1,"aspP","DOOR",18988623
"operon-1025","PA4980-PA4979-PA4978-aruI-aruH-PA4975","PA4975",5585615,5586319,-1,"","DOOR",18988623
"operon-1025","PA4980-PA4979-PA4978-aruI-aruH-PA4975","PA4976",5586370,5587551,-1,"aruH","DOOR",18988623
"operon-1025","PA4980-PA4979-PA4978-aruI-aruH-PA4975","PA4977",5587574,5589253,-1,"aruI","DOOR",18988623
"operon-1025","PA4980-PA4979-PA4978-aruI-aruH-PA4975","PA4978",5589295,5591385,-1,"","DOOR",18988623
"operon-1025","PA4980-PA4979-PA4978-aruI-aruH-PA4975","PA4979",5591452,5592612,-1,"","DOOR",18988623
"operon-1025","PA4980-PA4979-PA4978-aruI-aruH-PA4975","PA4980",5592633,5593424,-1,"","DOOR",18988623
"operon-1026","PA4983-PA4982","PA4982",5595279,5598275,-1,"","DOOR",18988623
"operon-1026","PA4983-PA4982","PA4983",5598308,5599042,-1,"","DOOR",18988623
"operon-1027","PA4985-PA4984","PA4984",5599160,5599807,-1,"","DOOR",18988623
"operon-1027","PA4985-PA4984","PA4985",5599884,5601131,-1,"","DOOR",18988623
"operon-1028","PA4986-PA4987","PA4986",5601149,5603095,1,"","DOOR",18988623
"operon-1028","PA4986-PA4987","PA4987",5603173,5603772,1,"","DOOR",18988623
"operon-1029","PA4989-waaA","PA4988",5603821,5605098,-1,"waaA","DOOR",18988623
"operon-1029","PA4989-waaA","PA4989",5605134,5606018,-1,"","DOOR",18988623
"operon-1030","PA4991-PA4992","PA4991",5606496,5607671,1,"","DOOR",18988623
"operon-1030","PA4991-PA4992","PA4992",5607668,5608480,1,"","DOOR",18988623
"operon-1031","PA4995-PA4994","PA4994",5609594,5610802,-1,"","DOOR",18988623
"operon-1031","PA4995-PA4994","PA4995",5610851,5612140,-1,"","DOOR",18988623
"operon-1032","msbA-rfaE","PA4996",5612268,5613692,-1,"rfaE","DOOR",18988623
"operon-1032","msbA-rfaE","PA4997",5613733,5615544,-1,"msbA","DOOR",18988623
"operon-1033","PA4998-waaL","PA4998",5615652,5616302,1,"","DOOR",18988623
"operon-1033","PA4998-waaL","PA4999",5616310,5617515,1,"waaL","DOOR",18988623
"operon-1034","PA5005-PA5004-PA5003-PA5002","PA5002",5619608,5621026,-1,"dnpA","PseudoCAP",23028334
"operon-1034","PA5005-PA5004-PA5003-PA5002","PA5003",5621030,5621926,-1,"","PseudoCAP",23028334
"operon-1034","PA5005-PA5004-PA5003-PA5002","PA5004",5621920,5623056,-1,"wapH","PseudoCAP",23028334
"operon-1034","PA5005-PA5004-PA5003-PA5002","PA5005",5623040,5624797,-1,"","PseudoCAP",23028334
"operon-1035","glnE-ilvE-waaF-waaC-waaG-waaP-PA5008-PA5007-PA5006","PA5006",5624901,5626379,-1,"","DOOR",18988623
"operon-1035","glnE-ilvE-waaF-waaC-waaG-waaP-PA5008-PA5007-PA5006","PA5007",5626376,5627134,-1,"wapG","DOOR",18988623
"operon-1035","glnE-ilvE-waaF-waaC-waaG-waaP-PA5008-PA5007-PA5006","PA5008",5627131,5627865,-1,"wapP","DOOR",18988623
"operon-1035","glnE-ilvE-waaF-waaC-waaG-waaP-PA5008-PA5007-PA5006","PA5009",5627865,5628671,-1,"waaP","DOOR",18988623
"operon-1035","glnE-ilvE-waaF-waaC-waaG-waaP-PA5008-PA5007-PA5006","PA5010",5628668,5629789,-1,"waaG","DOOR",18988623
"operon-1035","glnE-ilvE-waaF-waaC-waaG-waaP-PA5008-PA5007-PA5006","PA5011",5629786,5630853,-1,"waaC","DOOR",18988623
"operon-1035","glnE-ilvE-waaF-waaC-waaG-waaP-PA5008-PA5007-PA5006","PA5012",5630850,5631887,-1,"waaF","DOOR",18988623
"operon-1035","glnE-ilvE-waaF-waaC-waaG-waaP-PA5008-PA5007-PA5006","PA5013",5631947,5632870,-1,"ilvE","DOOR",18988623
"operon-1035","glnE-ilvE-waaF-waaC-waaG-waaP-PA5008-PA5007-PA5006","PA5014",5632926,5635874,-1,"glnE","DOOR",18988623
"operon-1036","PA5017-msrA","PA5017",5641010,5643709,1,"dipA","DOOR",18988623
"operon-1036","PA5017-msrA","PA5018",5643803,5644450,1,"msrA","DOOR",18988623
"operon-1037","PA5021-PA5022-PA5023","PA5021",5647814,5649430,1,"","DOOR",18988623
"operon-1037","PA5021-PA5022-PA5023","PA5022",5649522,5652878,1,"","DOOR",18988623
"operon-1037","PA5021-PA5022-PA5023","PA5023",5652945,5654405,1,"","DOOR",18988623
"operon-1038","PA5029-PA5028","PA5028",5658418,5659185,-1,"","DOOR",18988623
"operon-1038","PA5029-PA5028","PA5029",5659276,5660181,-1,"","DOOR",18988623
"operon-1039","gltB-gltD","PA5035",5666234,5667667,-1,"gltD","DOOR",18988623
"operon-41774","gltBD operon","PA5035",5666234,5667667,-1,"gltD","PseudoCAP",15175298
"operon-1039","gltB-gltD","PA5036",5667696,5672141,-1,"gltB","DOOR",18988623
"operon-41774","gltBD operon","PA5036",5667696,5672141,-1,"gltB","PseudoCAP",15175298
"operon-1040","aroK-aroB-PA5037","PA5037",5672366,5674021,-1,"","DOOR",18988623
"operon-1040","aroK-aroB-PA5037","PA5038",5674028,5675134,-1,"aroB","DOOR",18988623
"operon-1040","aroK-aroB-PA5037","PA5039",5675184,5675702,-1,"aroK","DOOR",18988623
"operon-1041","pilM-pilN-pilO-pilP-pilQ","PA5040",5675714,5677858,-1,"pilQ","DOOR",18988623
"operon-1041","pilM-pilN-pilO-pilP-pilQ","PA5041",5677912,5678436,-1,"pilP","DOOR",18988623
"operon-1041","pilM-pilN-pilO-pilP-pilQ","PA5042",5678433,5679056,-1,"pilO","DOOR",18988623
"operon-1041","pilM-pilN-pilO-pilP-pilQ","PA5043",5679053,5679649,-1,"pilN","DOOR",18988623
"operon-1041","pilM-pilN-pilO-pilP-pilQ","PA5044",5679649,5680713,-1,"pilM","DOOR",18988623
"operon-1042","rpmE-PA5048-PA5047","PA5047",5684842,5686281,-1,"","DOOR",18988623
"operon-1042","rpmE-PA5048-PA5047","PA5048",5686278,5687045,-1,"","DOOR",18988623
"operon-1042","rpmE-PA5048-PA5047","PA5049",5687105,5687320,-1,"rpmE","DOOR",18988623
"operon-1043","argS-PA5052","PA5051",5689964,5691727,1,"argS","DOOR",18988623
"operon-1043","argS-PA5052","PA5052",5691762,5692457,1,"","DOOR",18988623
"operon-1044","hslV-hslU-PA5055","PA5053",5692576,5693109,1,"hslV","DOOR",18988623
"operon-1044","hslV-hslU-PA5055","PA5054",5693138,5694481,1,"hslU","DOOR",18988623
"operon-1044","hslV-hslU-PA5055","PA5055",5694576,5694947,1,"","DOOR",18988623
"operon-1045","phaC2-PA5059","PA5058",5698359,5700041,1,"phaC2","DOOR",18988623
"operon-1045","phaC2-PA5059","PA5059",5700097,5700714,1,"","DOOR",18988623
"operon-1046","PA5061-phaF","PA5060",5700758,5701687,-1,"phaF","DOOR",18988623
"operon-1046","PA5061-phaF","PA5061",5701698,5702114,-1,"","DOOR",18988623
